,criterion,max_depth,max_features,min_impurity_decrease,n_estimators,random_state,rsme
960,mae,2.0,sqrt,0.33,20,79,0.09722872950147954
961,mse,4.0,auto,0.53,86,46,0.0965493332465422
962,mse,,auto,0.75,70,83,0.0958746210308867
963,mse,1.0,auto,0.63,94,29,0.09711864400506356
964,mae,4.0,sqrt,0.47,11,42,0.09670241382743382
965,mse,2.0,log2,0.49,77,79,0.09598669740575716
966,mae,2.0,log2,0.48,85,56,0.09687594583965822
967,mse,,log2,0.86,97,72,0.09487379057813043
968,mae,2.0,auto,0.81,32,80,0.09541672347250432
969,mse,3.0,auto,0.9,92,20,0.09510252421863888
970,mae,3.0,auto,0.13,31,76,0.09733185008308418
971,mae,1.0,auto,0.63,84,10,0.0969664537773811
972,mae,,auto,0.49,94,55,0.09708501577935105
973,mae,1.0,auto,0.64,89,35,0.09678981571256333
974,mse,4.0,log2,0.61,51,91,0.09603613274625843
975,mse,3.0,auto,0.12,22,58,0.09536134141266313
976,mse,4.0,sqrt,0.51,21,19,0.09677427406565972
977,mae,3.0,sqrt,0.25,28,34,0.09627106992042134
978,mae,,log2,0.61,30,30,0.09592638036529723
979,mae,2.0,sqrt,0.26,48,50,0.09745369527235326
980,mse,1.0,auto,0.79,13,71,0.09660871763467518
981,mae,4.0,auto,0.3,14,41,0.09495327748559668
982,mse,,sqrt,0.98,26,86,0.09741355051792494
983,mae,1.0,sqrt,0.65,12,33,0.09733807023101161
984,mse,2.0,auto,0.65,23,97,0.09633467588990377
985,mae,4.0,sqrt,0.34,81,48,0.09714624199800077
986,mae,,log2,0.58,48,60,0.09807874266991749
987,mse,3.0,log2,0.1,80,96,0.09485306470612016
988,mae,3.0,log2,0.37,84,99,0.09750572341698034
989,mse,,auto,0.57,35,52,0.09622175478989105
990,mse,,sqrt,0.65,87,27,0.09684283933004088
991,mse,,auto,0.39,88,30,0.09610882216956547
992,mse,,auto,0.28,47,66,0.09548287147127793
993,mae,,auto,0.77,84,11,0.09764380184455036
994,mse,1.0,sqrt,0.81,11,37,0.09728626703987997
995,mse,,sqrt,0.77,51,17,0.09811745900832938
996,mae,1.0,auto,0.22,19,57,0.09521091797307545
997,mae,3.0,log2,0.81,30,82,0.09578364464629631
998,mae,1.0,log2,0.85,90,30,0.09532323022312808
999,mse,,log2,0.68,95,91,0.0952655524276186
1000,mae,4.0,auto,0.91,65,53,0.09783383145453084
1001,mae,3.0,auto,0.18,79,21,0.09621468356558839
1002,mae,2.0,sqrt,0.7,57,85,0.09732230392743302
1003,mae,,sqrt,0.27,84,45,0.09770366338370201
1004,mse,3.0,log2,0.86,23,92,0.09453410573022583
1005,mse,,auto,0.39,61,80,0.09546803100589851
1006,mae,2.0,log2,0.92,80,33,0.0960390205715801
1007,mae,4.0,log2,0.73,43,38,0.0966810208562149
1008,mse,2.0,log2,0.48,12,39,0.0955388475309412
1009,mae,4.0,log2,0.49,73,24,0.09686303330160022
1010,mae,,auto,0.38,29,48,0.09635447523642424
1011,mae,,sqrt,0.53,43,38,0.09733442159074646
1012,mae,3.0,log2,0.78,96,46,0.0961159805454087
1013,mae,3.0,sqrt,0.67,98,84,0.0963809205119143
1014,mae,2.0,log2,0.78,21,94,0.09521442249725903
1015,mae,4.0,sqrt,0.17,68,58,0.09753950337861499
1016,mse,3.0,sqrt,0.23,16,95,0.09591620231377342
1017,mse,,sqrt,0.24,25,37,0.09549154121128525
1018,mae,4.0,auto,0.71,31,29,0.09558055417348596
1019,mse,,sqrt,0.37,26,41,0.09668012755467471
1020,mae,4.0,log2,0.69,67,14,0.0953570968039328
1021,mae,,log2,0.66,34,21,0.0962283045784789
1022,mse,2.0,sqrt,0.78,86,59,0.09581182524649993
1023,mae,4.0,auto,0.18,76,80,0.09658404029127957
1024,mse,4.0,sqrt,0.41,72,26,0.09499649824826828
1025,mae,,log2,0.31,32,77,0.0958903245789208
1026,mse,1.0,sqrt,0.68,40,85,0.09517082016292673
1027,mae,3.0,sqrt,0.79,54,63,0.09616669760276514
1028,mse,,log2,0.81,41,81,0.09550201700076807
1029,mae,2.0,sqrt,0.71,53,50,0.09586619247276605
1030,mae,3.0,sqrt,0.54,68,13,0.09723648380275694
1031,mae,4.0,log2,0.6,25,92,0.09583879922325163
1032,mae,1.0,sqrt,0.32,65,86,0.09675511976686055
1033,mae,1.0,sqrt,0.91,99,80,0.0971651248322623
1034,mae,,auto,0.96,72,30,0.095834191010841
1035,mae,2.0,sqrt,0.48,62,53,0.09603239007944044
1036,mae,1.0,log2,0.48,38,52,0.09560626173409127
1037,mae,,log2,0.2,16,32,0.09636231482400404
1038,mse,1.0,log2,0.25,47,51,0.09636708533368797
1039,mae,,sqrt,0.86,26,44,0.0972575835368724
1040,mse,1.0,auto,0.89,72,29,0.09615772216558106
1041,mae,2.0,auto,0.62,99,25,0.09711745702081018
1042,mse,,log2,0.68,34,68,0.09600646301251282
1043,mse,4.0,log2,0.37,14,48,0.09693894016021641
1044,mse,3.0,auto,0.47,31,65,0.09678425844038391
1045,mae,1.0,log2,0.71,81,61,0.0957828355662938
1046,mae,3.0,log2,0.7,63,81,0.09506058626690224
1047,mae,3.0,auto,0.12,11,99,0.09653295915991515
1048,mse,3.0,log2,0.36,90,10,0.09581282175206017
1049,mse,,sqrt,0.56,82,48,0.09579616412255167
1050,mse,3.0,auto,0.66,60,35,0.09711314891806888
1051,mse,,auto,0.88,71,54,0.0943943796777783
1052,mse,1.0,sqrt,0.77,97,14,0.09551582769824231
1053,mae,2.0,log2,0.31,52,53,0.09481617229347315
1054,mse,3.0,log2,0.86,45,73,0.09475010538169162
1055,mse,,sqrt,0.81,15,46,0.09632063761056506
1056,mse,3.0,auto,0.73,26,81,0.09639473890271191
1057,mae,4.0,log2,0.66,14,53,0.0967945092679578
1058,mse,1.0,auto,0.82,30,77,0.0964897441933169
1059,mse,2.0,log2,0.9,39,12,0.09462697934187628
1060,mae,3.0,log2,0.16,42,73,0.09668213062004664
1061,mae,1.0,log2,0.74,76,54,0.09655861008324547
1062,mae,4.0,log2,0.54,89,82,0.09743232393982731
1063,mse,3.0,auto,0.14,16,66,0.09566256638989924
1064,mse,3.0,log2,0.21,93,89,0.09603309760124949
1065,mse,2.0,auto,0.4,93,86,0.09709439549030917
1066,mse,1.0,log2,0.64,71,88,0.09624289460006161
1067,mae,3.0,sqrt,0.95,86,79,0.09682013609984558
1068,mae,2.0,sqrt,0.15,60,26,0.0958185680755307
1069,mse,2.0,log2,0.88,96,90,0.09654442142792537
1070,mae,2.0,log2,0.41,77,49,0.09531859255277778
1071,mae,,auto,0.37,50,23,0.09609134388274812
1072,mae,2.0,sqrt,0.32,87,10,0.09712354112094913
1073,mse,3.0,log2,0.83,99,29,0.0957996427638288
1074,mse,1.0,auto,0.81,16,19,0.09630057056958811
1075,mse,4.0,sqrt,0.67,41,81,0.09558969571150533
1076,mae,3.0,sqrt,0.34,84,44,0.09575382160147639
1077,mse,1.0,auto,0.88,57,54,0.09635682882779772
1078,mae,3.0,sqrt,0.26,79,15,0.09541008896446304
1079,mae,3.0,auto,0.22,78,53,0.09567306301062532
1080,mse,2.0,auto,0.15,77,35,0.0966133912924993
1081,mse,3.0,sqrt,0.55,57,60,0.09622691378250028
1082,mse,1.0,log2,0.65,42,63,0.09679460315468398
1083,mse,3.0,log2,0.32,28,56,0.0963851072121663
1084,mae,2.0,sqrt,0.49,45,35,0.09674589889975828
1085,mse,2.0,log2,0.92,48,65,0.09609070438875424
1086,mse,,sqrt,0.5,86,34,0.09679759054592409
1087,mse,4.0,sqrt,0.46,70,60,0.09577740392090939
1088,mse,,sqrt,0.59,40,76,0.0965641188936835
1089,mae,1.0,log2,0.38,45,92,0.09615770011461125
1090,mse,3.0,auto,0.24,73,63,0.09635803298240708
1091,mse,1.0,log2,0.14,76,23,0.09671096091918395
1092,mse,,auto,0.87,52,45,0.09529273606071781
1093,mae,4.0,log2,0.53,99,97,0.09504808798860911
1094,mse,3.0,log2,0.14,22,82,0.09641747632924655
1095,mse,2.0,sqrt,0.1,19,12,0.09572777656882389
1096,mae,1.0,auto,0.95,15,22,0.09604908581887248
1097,mae,1.0,sqrt,0.82,15,88,0.09619655285773589
1098,mse,4.0,sqrt,0.97,87,47,0.09672290749777501
1099,mae,1.0,sqrt,0.15,79,37,0.09565495695573177
1100,mse,1.0,auto,0.56,21,73,0.09542248402409055
1101,mse,1.0,log2,0.89,73,84,0.09711976056490666
1102,mae,4.0,log2,0.17,63,68,0.09680146913310865
1103,mse,1.0,sqrt,0.79,16,51,0.0952891842571639
1104,mae,4.0,sqrt,0.32,97,87,0.09801305629533
1105,mae,2.0,auto,0.5,22,76,0.09652424506160265
1106,mae,4.0,log2,0.66,96,67,0.09534722596845518
1107,mse,4.0,sqrt,0.7,33,59,0.09670392900667171
1108,mse,4.0,log2,0.12,14,51,0.09544325129076571
1109,mse,1.0,log2,0.94,25,81,0.09525502844094084
1110,mse,2.0,auto,0.51,72,79,0.0974525229412283
1111,mse,4.0,sqrt,0.94,72,30,0.0953092235497336
1112,mae,1.0,auto,0.47,86,41,0.09598270687635982
1113,mse,2.0,sqrt,0.45,26,81,0.09700570600838
1114,mae,4.0,auto,0.69,59,62,0.09778418169837319
1115,mse,4.0,auto,0.21,26,43,0.09710675160407094
1116,mae,4.0,auto,0.59,59,33,0.0965938770677976
1117,mae,4.0,auto,0.87,87,86,0.0968375382874901
1118,mse,3.0,sqrt,0.68,36,85,0.0959916249715193
1119,mse,2.0,auto,0.67,71,71,0.09571928703026991
1120,mae,2.0,sqrt,0.31,14,36,0.09640969513370187
1121,mae,2.0,log2,0.15,58,30,0.0961889702584021
1122,mae,2.0,sqrt,0.56,73,94,0.09669471226055598
1123,mse,,sqrt,0.1,97,35,0.09570936743378133
1124,mse,4.0,auto,0.71,61,72,0.09745745008674898
1125,mae,1.0,log2,0.53,73,49,0.09583442511567203
1126,mse,2.0,sqrt,0.76,39,36,0.09534941030894163
1127,mae,1.0,auto,0.99,56,47,0.09590759194670617
1128,mae,1.0,sqrt,0.64,67,33,0.09714073235296374
1129,mse,2.0,auto,0.23,74,75,0.0971885564848817
1130,mse,2.0,sqrt,0.63,17,84,0.09644794876261881
1131,mae,,log2,0.56,62,90,0.0955376429385415
1132,mae,3.0,sqrt,0.37,67,33,0.09654985594280371
1133,mse,2.0,auto,0.57,17,56,0.09654678236511151
1134,mse,3.0,log2,0.88,13,70,0.09669750946225313
1135,mae,3.0,auto,0.65,12,86,0.0983170396617514
1136,mse,2.0,log2,0.36,97,51,0.0970418261106406
1137,mse,1.0,auto,0.84,59,39,0.09749768105734949
1138,mae,2.0,sqrt,0.88,38,11,0.09804430796904243
1139,mae,,sqrt,0.57,82,81,0.0971855369733985
1140,mae,3.0,auto,0.62,14,38,0.09598965486185555
1141,mae,3.0,auto,0.7,95,20,0.0973919559126297
1142,mse,2.0,auto,0.4,46,43,0.09634655093835082
1143,mae,,sqrt,0.73,84,30,0.09652659488846614
1144,mae,,sqrt,0.34,79,58,0.09608658758087463
1145,mse,2.0,sqrt,0.98,38,70,0.09659645764866855
1146,mse,3.0,auto,0.12,64,29,0.09554345300891567
1147,mse,,log2,0.78,15,84,0.09638654278871789
1148,mae,1.0,log2,0.38,66,14,0.0959413118287686
1149,mae,4.0,sqrt,0.95,68,14,0.09580023420095295
1150,mae,2.0,auto,0.47,97,97,0.09655790433956334
1151,mae,4.0,log2,0.68,37,85,0.09582741380688233
1152,mae,4.0,sqrt,0.43,13,92,0.09700116868349283
1153,mae,1.0,log2,0.12,86,82,0.09652320364565153
1154,mse,2.0,log2,0.23,65,63,0.09638024162504615
1155,mse,3.0,auto,0.8,37,68,0.09606545555967771
1156,mae,4.0,log2,0.52,26,29,0.09683331132311185
1157,mae,3.0,sqrt,0.91,58,59,0.09475797832837007
1158,mae,2.0,sqrt,0.6,98,55,0.09685159952955616
1159,mae,1.0,log2,0.25,17,38,0.09565867810942512
1160,mse,4.0,sqrt,0.93,30,12,0.09562598612482179
1161,mse,1.0,sqrt,0.41,41,30,0.09690436757549617
1162,mae,2.0,log2,0.26,17,84,0.09559087413778393
1163,mae,2.0,log2,0.23,80,66,0.09748320463674325
1164,mae,,log2,0.62,45,54,0.09688840136579395
1165,mae,1.0,sqrt,0.5,95,38,0.09710874362533109
1166,mse,4.0,sqrt,0.27,25,64,0.09621857285854596
1167,mse,,log2,0.29,62,43,0.09629302214700976
1168,mae,,log2,0.82,10,72,0.09678829692777952
1169,mse,2.0,auto,0.62,33,71,0.09539047856838752
1170,mae,2.0,log2,0.8,23,33,0.09661658303032297
1171,mse,3.0,sqrt,0.11,52,73,0.09405911986322839
1172,mae,,sqrt,0.17,80,97,0.09522855469488063
1173,mae,2.0,auto,0.7,77,64,0.0949157619405138
1174,mse,3.0,auto,0.3,65,55,0.09657074396516013
1175,mae,2.0,auto,0.49,60,44,0.09670100438073516
1176,mae,4.0,sqrt,0.93,95,29,0.0971104469267021
1177,mae,2.0,log2,0.76,92,91,0.09662626761294353
1178,mae,3.0,sqrt,0.75,87,53,0.095240571435927
1179,mse,1.0,sqrt,0.12,54,18,0.095467154514583
1180,mae,2.0,auto,0.31,28,63,0.09578637911516082
1181,mae,2.0,auto,0.67,54,37,0.09776374018463144
1182,mse,,sqrt,0.84,59,11,0.09627203903642062
1183,mae,1.0,sqrt,0.35,73,65,0.09510088448841485
1184,mae,2.0,auto,0.93,68,55,0.09642376905474571
1185,mae,,log2,0.47,34,52,0.09712702034789769
1186,mae,3.0,log2,0.75,40,86,0.09703894457003596
1187,mse,3.0,log2,0.79,45,29,0.09578244957670866
1188,mse,1.0,log2,0.35,78,74,0.09679675781648311
1189,mse,2.0,sqrt,0.57,92,33,0.09675553643598479
1190,mse,,log2,0.58,68,69,0.09628732450314023
1191,mse,2.0,sqrt,0.13,41,53,0.09529738171404803
1192,mse,3.0,log2,0.32,99,69,0.09559699998112506
1193,mae,2.0,sqrt,0.35,72,67,0.09557450103099843
1194,mse,2.0,sqrt,0.55,35,58,0.09569751974342149
1195,mse,3.0,sqrt,0.39,56,88,0.09656148067607784
1196,mse,1.0,log2,0.77,58,18,0.09409445898178598
1197,mse,1.0,log2,0.5,62,83,0.0959180105195713
1198,mae,,auto,0.15,75,42,0.09722377127542702
1199,mse,3.0,log2,0.45,51,91,0.09586553687239285
1200,mse,3.0,log2,0.58,70,41,0.09705695630946742
1201,mse,2.0,auto,0.1,74,62,0.0947805592496939
1202,mae,4.0,auto,0.88,95,16,0.09764899509818896
1203,mse,2.0,sqrt,0.44,79,96,0.09703143424263255
1204,mae,4.0,sqrt,0.4,93,56,0.09716333369633631
1205,mae,4.0,log2,0.83,64,11,0.09753237908543666
1206,mse,3.0,auto,0.9,21,17,0.09428146520135387
1207,mae,4.0,auto,0.37,52,27,0.09741909849551261
1208,mae,3.0,log2,0.55,59,58,0.0967230583791273
1209,mse,3.0,sqrt,0.77,66,17,0.09650798918000587
1210,mae,,log2,0.64,12,51,0.09607022263874525
1211,mse,3.0,sqrt,0.19,59,72,0.09516566911646573
1212,mae,,auto,0.42,89,61,0.09699892976915815
1213,mae,4.0,auto,0.32,13,91,0.09688727319835416
1214,mse,,sqrt,0.92,93,25,0.09686591030754652
1215,mse,2.0,auto,0.85,19,52,0.09636155909048284
1216,mse,1.0,sqrt,0.15,87,23,0.09511071842672737
1217,mae,4.0,log2,0.38,93,59,0.09667453676780745
1218,mae,2.0,auto,0.96,85,89,0.09697066754049403
1219,mae,,sqrt,0.43,77,89,0.0973124064782813
1220,mse,4.0,log2,0.64,10,72,0.09554380341485644
1221,mse,4.0,auto,0.33,57,68,0.09601384616498927
1222,mae,1.0,auto,0.75,89,95,0.09600285953049455
1223,mse,,sqrt,0.55,86,79,0.0966862960212725
1224,mae,4.0,log2,0.26,54,10,0.09661945767666627
1225,mae,3.0,auto,0.9,31,42,0.09736941910177713
1226,mae,1.0,log2,0.95,51,39,0.09577658032323794
1227,mae,3.0,sqrt,0.74,80,35,0.09580963306583606
1228,mae,4.0,sqrt,0.49,15,90,0.09704264412769399
1229,mae,3.0,auto,0.96,56,11,0.09706124899872778
1230,mae,1.0,log2,0.32,30,21,0.09644951495481467
1231,mae,,sqrt,0.55,85,18,0.09556161776785058
1232,mae,,sqrt,0.6,27,44,0.09765096889288867
1233,mae,2.0,sqrt,0.48,33,90,0.09794694130832657
1234,mae,3.0,sqrt,0.27,74,39,0.09473366333852519
1235,mae,4.0,log2,0.83,67,25,0.0961775607386352
1236,mse,,auto,0.45,56,58,0.09604290422700518
1237,mse,1.0,auto,0.2,56,79,0.09439337066065157
1238,mse,4.0,sqrt,0.99,58,42,0.0972883569250945
1239,mae,2.0,log2,0.72,87,19,0.0966489454410965
1240,mae,3.0,sqrt,0.49,53,21,0.09766158245887173
1241,mae,3.0,sqrt,0.27,14,83,0.09683635263286892
1242,mae,3.0,sqrt,0.32,29,91,0.09736959609641721
1243,mae,,sqrt,0.11,39,32,0.09668964975140189
1244,mae,1.0,log2,0.35,34,23,0.09586689676600131
1245,mse,1.0,sqrt,0.55,46,16,0.09571171257938575
1246,mse,3.0,sqrt,0.47,54,85,0.09553390843260574
1247,mae,2.0,log2,0.29,86,61,0.09761699804906857
1248,mae,4.0,log2,0.2,86,53,0.09578242591378563
1249,mse,,sqrt,0.31,85,74,0.097288140896645
1250,mae,2.0,auto,0.35,26,13,0.09709239635440911
1251,mae,4.0,log2,0.29,48,98,0.09610638697486211
1252,mse,,sqrt,0.83,36,35,0.09717085471095209
1253,mae,4.0,log2,0.65,71,94,0.09821981485775282
1254,mae,,auto,0.27,72,77,0.09527596057645149
1255,mse,,auto,0.62,14,33,0.09571791374880928
1256,mae,1.0,sqrt,0.58,86,88,0.09597908900233076
1257,mse,,log2,0.38,81,58,0.09613170181943788
1258,mae,4.0,log2,0.31,40,19,0.09589214416681487
1259,mae,4.0,auto,0.71,58,85,0.09661694010674694
1260,mae,,auto,0.15,69,74,0.09689068684363421
1261,mse,3.0,auto,0.77,39,61,0.09639557568053092
1262,mse,4.0,log2,0.11,54,32,0.09560184205631947
1263,mae,3.0,sqrt,0.84,94,63,0.09590986586045724
1264,mae,,log2,0.64,16,44,0.09556010084722005
1265,mse,,sqrt,0.94,91,38,0.09618567039934743
1266,mse,3.0,auto,0.71,50,49,0.09565393086214688
1267,mse,1.0,sqrt,0.58,41,25,0.09587955645585447
1268,mse,,sqrt,0.23,72,56,0.09601141142317914
1269,mae,,auto,0.54,38,77,0.09693359372589844
1270,mae,4.0,auto,0.18,11,52,0.0970687114100702
1271,mae,2.0,auto,0.67,76,26,0.09697712458565724
1272,mae,1.0,sqrt,0.63,35,13,0.09539803673671582
1273,mse,4.0,auto,0.45,82,84,0.09685135838794312
1274,mae,2.0,log2,0.66,38,72,0.09605481483990339
1275,mae,3.0,log2,0.32,26,93,0.09481628205320124
1276,mae,4.0,sqrt,0.84,27,45,0.09765570042264823
1277,mae,,sqrt,0.34,15,30,0.09743509340557427
1278,mse,4.0,auto,0.44,74,88,0.09682460341101762
1279,mse,3.0,auto,0.28,79,12,0.09554946721911542
1280,mae,3.0,log2,0.83,76,57,0.0956752924679948
1281,mae,3.0,auto,0.42,48,38,0.09604162127431244
1282,mae,1.0,auto,0.55,52,58,0.09772874629859483
1283,mse,,auto,0.97,44,22,0.09633061236615155
1284,mse,2.0,sqrt,0.35,75,79,0.0958881662746015
1285,mae,2.0,log2,0.54,13,19,0.09654427409886593
1286,mse,1.0,auto,0.67,58,98,0.09572755298408504
1287,mae,4.0,sqrt,0.99,41,83,0.09570099866750457
1288,mae,2.0,sqrt,0.6,87,43,0.09634615976677904
1289,mse,2.0,auto,0.49,69,18,0.09563303497872426
1290,mse,1.0,log2,0.79,51,42,0.09629825160189615
1291,mse,1.0,auto,0.52,72,97,0.09519823967166312
1292,mse,3.0,log2,0.77,65,74,0.09645490363606556
1293,mae,4.0,sqrt,0.51,12,75,0.09654835435626481
1294,mse,2.0,auto,0.25,59,47,0.0974570494853602
1295,mae,2.0,auto,0.7,31,46,0.0961313832043029
1296,mae,3.0,sqrt,0.51,79,17,0.09601602406188463
1297,mse,,auto,0.53,57,11,0.09636777544912811
1298,mse,4.0,auto,0.99,31,73,0.09582313690121311
1299,mse,4.0,sqrt,0.69,88,19,0.09693157401545284
1300,mae,1.0,sqrt,0.19,61,39,0.09685007761643523
1301,mae,2.0,auto,0.42,51,13,0.09590377443836814
1302,mse,1.0,auto,0.4,48,70,0.09810530892844462
1303,mse,2.0,auto,0.72,61,78,0.09710258552742955
1304,mae,2.0,log2,0.49,10,63,0.09571240188308107
1305,mae,1.0,sqrt,0.45,95,88,0.09654782210915878
1306,mae,3.0,auto,0.35,38,24,0.09622600292045858
1307,mae,4.0,log2,0.96,54,97,0.09597325973762305
1308,mse,1.0,auto,0.69,78,57,0.09656079578998954
1309,mse,2.0,sqrt,0.35,18,82,0.09745963097515899
1310,mse,1.0,log2,0.54,85,33,0.09584300433892504
1311,mae,1.0,log2,0.11,94,43,0.09510488473367909
1312,mae,4.0,log2,0.46,59,96,0.09596651907279502
1313,mse,4.0,log2,0.53,26,45,0.09773244673125538
1314,mse,1.0,sqrt,0.41,96,17,0.09524423042163273
1315,mse,1.0,auto,0.25,98,51,0.09529441592535794
1316,mae,,sqrt,0.68,91,77,0.09566716493387283
1317,mse,2.0,log2,0.99,21,50,0.09597337083841899
1318,mse,3.0,log2,0.88,99,49,0.09573661839242094
1319,mse,1.0,sqrt,0.86,70,66,0.0976864621236867
1320,mae,2.0,sqrt,0.58,63,62,0.09744459334127539
1321,mse,3.0,sqrt,0.35,18,29,0.09646755756103836
1322,mse,3.0,sqrt,0.53,28,88,0.09547328853704944
1323,mse,1.0,log2,0.64,45,73,0.09697433087408354
1324,mae,4.0,auto,0.34,32,19,0.09694418790236695
1325,mae,4.0,log2,0.25,52,89,0.09624946190344351
1326,mse,2.0,log2,0.42,82,61,0.09727807375182873
1327,mse,2.0,log2,0.97,23,95,0.09599247469294656
1328,mae,4.0,sqrt,0.9,87,29,0.09543811820338038
1329,mae,2.0,log2,0.28,69,39,0.09626216935157114
1330,mae,2.0,log2,0.78,38,47,0.09640296057283734
1331,mse,3.0,auto,0.19,87,90,0.09635932895698031
1332,mae,3.0,log2,0.4,79,53,0.09662364035667481
1333,mse,1.0,sqrt,0.67,14,59,0.09666833103747165
1334,mae,4.0,auto,0.17,63,80,0.09544744975782024
1335,mse,1.0,log2,0.99,27,60,0.09740974934437116
1336,mse,1.0,sqrt,0.36,25,51,0.09620880133935339
1337,mae,4.0,sqrt,0.64,95,41,0.0974878156135406
1338,mse,4.0,log2,0.17,66,17,0.09564033267926171
1339,mse,4.0,log2,0.32,25,70,0.09716855666504647
1340,mae,,auto,0.13,84,86,0.09681702601708583
1341,mse,2.0,sqrt,0.9,99,97,0.09445196861348576
1342,mae,1.0,sqrt,0.16,74,90,0.09498233945390612
1343,mae,4.0,sqrt,0.97,35,76,0.09619775053411335
1344,mae,,auto,0.33,37,58,0.09622559918777897
1345,mse,3.0,sqrt,0.67,75,60,0.0957674835149214
1346,mae,4.0,auto,0.18,36,23,0.09759887630305027
1347,mse,3.0,log2,0.46,49,16,0.09712358247404342
1348,mae,1.0,log2,0.85,68,61,0.09483200390521328
1349,mae,4.0,log2,0.21,97,64,0.0965030762937901
1350,mae,2.0,log2,0.25,59,36,0.0964027880848901
1351,mse,1.0,auto,0.41,63,34,0.09670357387467553
1352,mae,4.0,auto,0.33,33,30,0.09645404037735825
1353,mae,1.0,auto,0.54,76,10,0.09686867045435377
1354,mse,2.0,sqrt,0.72,87,30,0.09687271294333324
1355,mse,2.0,sqrt,0.87,59,32,0.09587397533128375
1356,mae,2.0,log2,0.93,21,15,0.09746143074661924
1357,mae,3.0,log2,0.9,53,62,0.0952095135196768
1358,mse,4.0,auto,0.3,65,81,0.09534743237091468
1359,mse,,sqrt,0.56,32,44,0.09534930396673306
1360,mae,,sqrt,0.71,47,26,0.09715931114236026
1361,mae,1.0,auto,0.86,46,34,0.09682811235843333
1362,mse,4.0,sqrt,0.71,66,26,0.09598534144534433
1363,mae,,sqrt,0.9,56,47,0.09586793210957928
1364,mae,,sqrt,0.98,79,13,0.09506159067933721
1365,mse,4.0,auto,0.68,54,59,0.09588352355653142
1366,mae,2.0,sqrt,0.72,73,42,0.09750197161010146
1367,mae,4.0,log2,0.89,11,17,0.09694704189574026
1368,mse,2.0,sqrt,0.87,61,84,0.09559921503152269
1369,mse,3.0,sqrt,0.76,90,10,0.09719631757806625
1370,mse,3.0,auto,0.71,44,34,0.09611655254434612
1371,mse,3.0,log2,0.71,16,30,0.09671038703249092
1372,mae,2.0,log2,0.81,35,16,0.09618576013867039
1373,mse,4.0,auto,0.93,84,27,0.09681402498678461
1374,mae,4.0,log2,0.73,44,21,0.09596613820888222
1375,mse,2.0,log2,0.45,12,68,0.09636045821337483
1376,mae,3.0,auto,0.53,87,96,0.09717837908279361
1377,mse,1.0,auto,0.93,66,94,0.09624605013384002
1378,mse,,auto,0.43,63,72,0.09644035585950861
1379,mse,1.0,sqrt,0.82,11,14,0.09689985548214382
1380,mae,2.0,auto,0.26,18,88,0.09639131854155787
1381,mae,,auto,0.44,23,73,0.09619408749770234
1382,mse,,auto,0.98,70,89,0.09674295411542928
1383,mse,1.0,log2,0.46,47,70,0.09617603798201385
1384,mae,1.0,auto,0.12,36,53,0.0961867897607729
1385,mse,2.0,log2,0.22,66,76,0.09441452998905883
1386,mse,,log2,0.68,53,87,0.09569805672671346
1387,mae,1.0,auto,0.35,73,32,0.09595419438661226
1388,mae,2.0,auto,0.79,78,67,0.0965626826237424
1389,mae,2.0,log2,0.34,98,43,0.09592175005076295
1390,mse,4.0,auto,0.93,77,93,0.09493985029285085
1391,mse,1.0,sqrt,0.5,32,25,0.09576168525619974
1392,mse,2.0,auto,0.88,59,46,0.097966009136999
1393,mae,2.0,auto,0.99,79,75,0.09605675983297514
1394,mae,2.0,sqrt,0.21,72,78,0.09676658401598856
1395,mae,1.0,sqrt,0.51,88,11,0.09645085553240433
1396,mae,1.0,sqrt,0.43,53,29,0.09707683790534243
1397,mae,2.0,log2,0.5,25,90,0.09720845122746412
1398,mse,,log2,0.73,25,52,0.09759420560655477
1399,mae,4.0,sqrt,0.26,87,86,0.09625358299160132
1400,mse,3.0,auto,0.11,28,31,0.09764617462518338
1401,mse,3.0,log2,0.43,98,41,0.09622192423359993
1402,mae,1.0,sqrt,0.77,93,65,0.09542156730647823
1403,mse,3.0,auto,0.9,89,64,0.09535900290399811
1404,mae,1.0,sqrt,0.66,77,53,0.09703337364723566
1405,mae,4.0,sqrt,0.99,26,22,0.09526932646256543
1406,mse,,sqrt,0.75,16,88,0.09787774452045693
1407,mae,2.0,sqrt,0.67,92,59,0.09695315082101288
1408,mse,3.0,log2,0.98,83,24,0.0956166023583546
1409,mse,4.0,sqrt,0.38,39,54,0.09637486780059187
1410,mae,4.0,sqrt,0.95,92,26,0.09594742776670616
1411,mse,4.0,log2,0.56,62,83,0.09678579599564412
1412,mae,3.0,auto,0.5,78,69,0.09625098256242434
1413,mse,2.0,log2,0.88,66,68,0.09563735207835002
1414,mse,4.0,log2,0.3,42,97,0.09603344006498206
1415,mse,3.0,auto,0.51,87,90,0.09613562111206739
1416,mse,4.0,auto,0.13,45,38,0.09626540927069353
1417,mae,1.0,auto,0.12,80,65,0.0968495552547802
1418,mse,4.0,log2,0.32,29,84,0.09651212503200005
1419,mse,1.0,auto,0.67,33,89,0.09630268816366712
1420,mse,2.0,auto,0.77,48,69,0.0965938925229382
1421,mse,4.0,sqrt,0.73,57,87,0.09489951209958963
1422,mae,1.0,auto,0.23,52,73,0.09584121009890689
1423,mae,,auto,0.3,32,78,0.09457894052748089
